original_index,prompt,citation,title_extracted,venue_extracted,top_match,title_similarity,venue_similarity,venue_crossref,status
54,"I want to write an article about: ""Prompt-level filtering alone may be insufficient for safety-critical deployments. Systems that rely mainly on refusal triggers can be circumvented through framing and conversational setup."". Give me references that support the hypothesis related to that topic.","Biggio, S., et al. ""A Survey on Adversarial Attacks on Deep Learning Models."" IEEE Transactions on Neural Networks and Learning Systems 30, no. 1 (2018): 11-31.

Title: ""The Limits of Language Models: A Rigorous Analysis of Generalization Error""",A Survey on Adversarial Attacks on Deep Learning Models.,,"{'title': 'On Adversarial Attacks on Deep Learning Models', 'author': 'Mani', 'published_year': None, 'type': 'dissertation', 'doi': '10.31979/etd.49ee-sknc', 'container': ''}",0.902,0.0,,exists
54,"I want to write an article about: ""Prompt-level filtering alone may be insufficient for safety-critical deployments. Systems that rely mainly on refusal triggers can be circumvented through framing and conversational setup."". Give me references that support the hypothesis related to that topic.","Jia, Y., et al. ""Adversarial Examples in Text Classification."" Proceedings of the 2017 Conference on Empirical Methods in Natural Language Processing (EMNLP 2017).

Title: ""Towards Robust and Safe Natural Language Processing""",Adversarial Examples in Text Classification.,,"{'title': 'Adversarial Examples for Chinese Text Classification', 'author': 'Xie; Gu; Zhu', 'published_year': 2020, 'type': 'proceedings-article', 'doi': '10.1109/dsc50466.2020.00043', 'container': '2020 IEEE Fifth International Conference on Data Science in Cyberspace (DSC)'}",0.8958,0.0,2020 IEEE Fifth International Conference on Data Science in Cyberspace (DSC),exists
56,"I want to write an article about: ""Safety evaluation needs ongoing red-teaming because new prompting tactics can emerge faster than static policies."". Give me references that support the hypothesis related to that topic.","S. J. Schneier, ""Schneier on Security,"" Wiley, 2018.","Schneier on Security,",,"{'title': 'Schneier on Security', 'author': '', 'published_year': 2009, 'type': 'journal-article', 'doi': '10.1108/03684920910991603', 'container': 'Kybernetes'}",0.9756,0.0,Kybernetes,exists
56,"I want to write an article about: ""Safety evaluation needs ongoing red-teaming because new prompting tactics can emerge faster than static policies."". Give me references that support the hypothesis related to that topic.","N. J. Perkins, ""Red Teaming: How to Succeed by Thinking Like the Enemy,"" McGraw-Hill Education, 2015.

These references discuss the importance of red-teaming in cybersecurity, the evolution of tactics used by adversaries, and the need for ongoing red-teaming to counter these emerging threats. They provide evidence to support the hypothesis that new prompting tactics can emerge faster than static policies, making ongoing red-teaming necessary.","Red Teaming: How to Succeed by Thinking Like the Enemy,",McGraw-Hill Education,"{'title': 'Red team: how to succeed by thinking like the enemy', 'author': '', 'published_year': 2016, 'type': 'journal-article', 'doi': '10.5860/choice.195322', 'container': 'Choice Reviews Online'}",0.9623,0.2857,Choice Reviews Online,exists
61,"I want to write an article about: ""Public perceptions of AI differ across demographic groups, which can create uneven adoption and uneven exposure to harms."". Give me references that support the hypothesis related to that topic.","Pew Research Center. (2017). Public and experts agree: Artificial intelligence will bring huge benefits, but also risks. Retrieved from Pew Research Center: https://www.pewresearch.org/fact-tank/2017/06/22/public-and-experts-agree-artificial-intelligence-will-bring-huge-benefits-but-also-risks/",Pew Research Center,,"{'title': 'Pew Research Center', 'author': '', 'published_year': 2018, 'type': 'book-chapter', 'doi': '10.1007/978-1-349-70154-4_163', 'container': 'The Statesman’s Yearbook'}",1.0,0.0,The Statesman’s Yearbook,exists
62,"I want to write an article about: ""Fluent AI outputs can be mistaken for real understanding, which can misguide decisions."". Give me references that support the hypothesis related to that topic.","Gunning, D. (2017). The Turing Test is Dead: Long Live the Turing Test. Communications of the ACM, 60(10), 20-23.
   - Argues that the Turing Test, which measures a machine's ability to imitate human conversation, is no longer a valid measure of AI's understanding.","Gunning, D",Communications of the ACM,"{'title': 'gunning, adj.', 'author': '', 'published_year': 2024, 'type': 'book-chapter', 'doi': '10.1093/oed/3737536693', 'container': 'Oxford English Dictionary'}",0.8696,0.36,Oxford English Dictionary,exists
67,"I want to write an article about: ""AI mental health tools can increase privacy risks because they often rely on sensitive personal data."". Give me references that support the hypothesis related to that topic.","Greenfield, N. (2017). The Social Life of Children: Mind in the Digital Age. W. W. Norton & Company.","Greenfield, N",,"{'title': 'Greenfield', 'author': 'Peachey', 'published_year': 1900, 'type': 'journal-article', 'doi': '10.1093/nq/s9-vi.142.209j', 'container': 'Notes and Queries'}",0.8696,0.0,Notes and Queries,exists
68,"I want to write an article about: ""AI’s climate footprint can be underestimated when emissions are counted only during model use. A full view needs to include emissions from making the hardware, running it in data centers, and retiring it."". Give me references that support the hypothesis related to that topic.","Title: ""The Carbon Footprint of Artificial Intelligence""",The Carbon Footprint of Artificial Intelligence,,"{'title': 'The Carbon Footprint of Artificial Intelligence', 'author': 'Kirkpatrick', 'published_year': 2023, 'type': 'journal-article', 'doi': '10.1145/3603746', 'container': 'Communications of the ACM'}",1.0,0.0,Communications of the ACM,exists
68,"I want to write an article about: ""AI’s climate footprint can be underestimated when emissions are counted only during model use. A full view needs to include emissions from making the hardware, running it in data centers, and retiring it."". Give me references that support the hypothesis related to that topic.","Patterson, D. A., & Chien, C. (2020). The Carbon Footprint of Machine Learning. Communications of the ACM, 63(10), 60-67.","Patterson, D",Communications of the ACM,"{'title': 'PATTERSON', 'author': '', 'published_year': 1962, 'type': 'journal-article', 'doi': '10.1021/cen-v040n023.ibc', 'container': 'Chemical &amp; Engineering News Archive'}",0.8571,0.3438,Chemical &amp; Engineering News Archive,exists
72,"I want to write an article about: ""Emotional attachment to AI companions can cause intense grief when the app or the model changes. "". Give me references that support the hypothesis related to that topic.","Reeves, B., & Nass, C. (1996). ""Media Equation: How People Treat Computers, Television, and New Media Like Real People and Places."" Psychology of Aesthetics, Creativity, and the Arts, 1(3), 193-200. [Link]","Media Equation: How People Treat Computers, Television, and New Media Like Real People and Places.",,"{'title': 'MEDIA EQUATION: HOW PEOPLE TREAT COMPUTERS, TELEVISION, AND NEW MEDIA LIKE REAL PEOPLE AND PLACES', 'author': 'Soash', 'published_year': 1999, 'type': 'journal-article', 'doi': '10.1300/j105v24n03_14', 'container': 'Collection Management'}",0.9949,0.0,Collection Management,exists
72,"I want to write an article about: ""Emotional attachment to AI companions can cause intense grief when the app or the model changes. "". Give me references that support the hypothesis related to that topic.","Kahn, G. (2017). ""The Psychology of AI: Artificial Intelligence, Emotion, and the Future of Humanity."" Routledge. [Link]","The Psychology of AI: Artificial Intelligence, Emotion, and the Future of Humanity.",,"{'title': 'The Age of AI: Artificial Intelligence and the Future of Humanity', 'author': 'Thacker', 'published_year': 2020, 'type': 'journal-article', 'doi': '10.56315/pscf12-20thacker', 'container': 'Perspectives on Science and Christian Faith'}",0.8514,0.0,Perspectives on Science and Christian Faith,exists
73,"I want to write an article about: ""Emotional-harm risks in AI wellness apps can create major ethical, reputational, and legal exposure for companies."". Give me references that support the hypothesis related to that topic.","""Artificial Intelligence in Mental Health: A Systematic Review"" by S. K. Choi, et al. (2020). Journal of Medical Internet Research. [Link not provided, as per your instructions]",Artificial Intelligence in Mental Health: A Systematic Review,,"{'title': 'ARTIFICIAL INTELLIGENCE AND MENTAL HEALTH SERVICES: A SYSTEMATIC REVIEW', 'author': 'Majeed; Qadir Khan', 'published_year': 2024, 'type': 'journal-article', 'doi': '10.51642/ppmj.v35i01.603', 'container': 'Pakistan Postgraduate Medical Journal'}",0.9091,0.0,Pakistan Postgraduate Medical Journal,exists
73,"I want to write an article about: ""Emotional-harm risks in AI wellness apps can create major ethical, reputational, and legal exposure for companies."". Give me references that support the hypothesis related to that topic.","""The Ethics of Artificial Intelligence in Mental Health"" by M. T. Lin, et al. (2019). American Journal of Bioethics. [Link not provided, as per your instructions]",The Ethics of Artificial Intelligence in Mental Health,,"{'title': 'Artificial Intelligence in Mental Health', 'author': 'Mukhiya; Aminifar; Rabbi', 'published_year': 2021, 'type': 'book-chapter', 'doi': '10.2174/9781681088266121010004', 'container': 'Artificial Intelligence: Models, Algorithms and Applications'}",0.8511,0.0,"Artificial Intelligence: Models, Algorithms and Applications",exists
73,"I want to write an article about: ""Emotional-harm risks in AI wellness apps can create major ethical, reputational, and legal exposure for companies."". Give me references that support the hypothesis related to that topic.","""Artificial Intelligence in Mental Health: A Scoping Review"" by S. K. Choi, et al. (2018). Journal of Medical Systems. [Link not provided, as per your instructions]",Artificial Intelligence in Mental Health: A Scoping Review,,"{'title': 'Artificial intelligence in mental health care: a scoping review of reviews', 'author': 'Abu-Mahfouz; AlFehaid; Burqan', 'published_year': 2026, 'type': 'journal-article', 'doi': '10.3389/fpsyt.2026.1688043', 'container': 'Frontiers in Psychiatry'}",0.8788,0.0,Frontiers in Psychiatry,exists
